ID,Label,Device A,Termination A,Termination A Type,Termination B,Termination B Type,Device B,Type,Status,Color,Location A,Location B,Rack A,Rack B
109,SRV-sr02-srv14-A,sr02-srv14,eth0,dcim.interface,Ethernet1/14,dcim.interface,sr02-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-B,DC1-ROW-B,SERVER-RACK-02,SERVER-RACK-02
110,SRV-sr02-srv14-B,sr02-srv14,eth1,dcim.interface,Ethernet1/14,dcim.interface,sr02-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-B,DC1-ROW-B,SERVER-RACK-02,SERVER-RACK-02
111,SRV-sr02-srv15-A,sr02-srv15,eth0,dcim.interface,Ethernet1/15,dcim.interface,sr02-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-B,DC1-ROW-B,SERVER-RACK-02,SERVER-RACK-02
112,SRV-sr02-srv15-B,sr02-srv15,eth1,dcim.interface,Ethernet1/15,dcim.interface,sr02-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-B,DC1-ROW-B,SERVER-RACK-02,SERVER-RACK-02
113,SRV-sr02-srv16-A,sr02-srv16,eth0,dcim.interface,Ethernet1/16,dcim.interface,sr02-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-B,DC1-ROW-B,SERVER-RACK-02,SERVER-RACK-02
114,SRV-sr02-srv16-B,sr02-srv16,eth1,dcim.interface,Ethernet1/16,dcim.interface,sr02-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-B,DC1-ROW-B,SERVER-RACK-02,SERVER-RACK-02
115,SRV-sr03-srv01-A,sr03-srv01,eth0,dcim.interface,Ethernet1/1,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
116,SRV-sr03-srv01-B,sr03-srv01,eth1,dcim.interface,Ethernet1/1,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
117,SRV-sr03-srv02-A,sr03-srv02,eth0,dcim.interface,Ethernet1/2,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
118,SRV-sr03-srv02-B,sr03-srv02,eth1,dcim.interface,Ethernet1/2,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
119,SRV-sr03-srv03-A,sr03-srv03,eth0,dcim.interface,Ethernet1/3,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
120,SRV-sr03-srv03-B,sr03-srv03,eth1,dcim.interface,Ethernet1/3,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
121,SRV-sr03-srv04-A,sr03-srv04,eth0,dcim.interface,Ethernet1/4,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
122,SRV-sr03-srv04-B,sr03-srv04,eth1,dcim.interface,Ethernet1/4,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
123,SRV-sr03-srv05-A,sr03-srv05,eth0,dcim.interface,Ethernet1/5,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
124,SRV-sr03-srv05-B,sr03-srv05,eth1,dcim.interface,Ethernet1/5,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
125,SRV-sr03-srv06-A,sr03-srv06,eth0,dcim.interface,Ethernet1/6,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
126,SRV-sr03-srv06-B,sr03-srv06,eth1,dcim.interface,Ethernet1/6,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
127,SRV-sr03-srv07-A,sr03-srv07,eth0,dcim.interface,Ethernet1/7,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
128,SRV-sr03-srv07-B,sr03-srv07,eth1,dcim.interface,Ethernet1/7,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
129,SRV-sr03-srv08-A,sr03-srv08,eth0,dcim.interface,Ethernet1/8,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
130,SRV-sr03-srv08-B,sr03-srv08,eth1,dcim.interface,Ethernet1/8,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
131,SRV-sr03-srv09-A,sr03-srv09,eth0,dcim.interface,Ethernet1/9,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
132,SRV-sr03-srv09-B,sr03-srv09,eth1,dcim.interface,Ethernet1/9,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
133,SRV-sr03-srv10-A,sr03-srv10,eth0,dcim.interface,Ethernet1/10,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
134,SRV-sr03-srv10-B,sr03-srv10,eth1,dcim.interface,Ethernet1/10,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
135,SRV-sr03-srv11-A,sr03-srv11,eth0,dcim.interface,Ethernet1/11,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
136,SRV-sr03-srv11-B,sr03-srv11,eth1,dcim.interface,Ethernet1/11,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
137,SRV-sr03-srv12-A,sr03-srv12,eth0,dcim.interface,Ethernet1/12,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
138,SRV-sr03-srv12-B,sr03-srv12,eth1,dcim.interface,Ethernet1/12,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
139,SRV-sr03-srv13-A,sr03-srv13,eth0,dcim.interface,Ethernet1/13,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
140,SRV-sr03-srv13-B,sr03-srv13,eth1,dcim.interface,Ethernet1/13,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
141,SRV-sr03-srv14-A,sr03-srv14,eth0,dcim.interface,Ethernet1/14,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
142,SRV-sr03-srv14-B,sr03-srv14,eth1,dcim.interface,Ethernet1/14,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
143,SRV-sr03-srv15-A,sr03-srv15,eth0,dcim.interface,Ethernet1/15,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
144,SRV-sr03-srv15-B,sr03-srv15,eth1,dcim.interface,Ethernet1/15,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
145,SRV-sr03-srv16-A,sr03-srv16,eth0,dcim.interface,Ethernet1/16,dcim.interface,sr03-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
146,SRV-sr03-srv16-B,sr03-srv16,eth1,dcim.interface,Ethernet1/16,dcim.interface,sr03-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
147,SRV-sr04-srv01-A,sr04-srv01,eth0,dcim.interface,Ethernet1/1,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
148,SRV-sr04-srv01-B,sr04-srv01,eth1,dcim.interface,Ethernet1/1,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
149,SRV-sr04-srv02-A,sr04-srv02,eth0,dcim.interface,Ethernet1/2,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
150,SRV-sr04-srv02-B,sr04-srv02,eth1,dcim.interface,Ethernet1/2,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
151,SRV-sr04-srv03-A,sr04-srv03,eth0,dcim.interface,Ethernet1/3,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
152,SRV-sr04-srv03-B,sr04-srv03,eth1,dcim.interface,Ethernet1/3,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
153,SRV-sr04-srv04-A,sr04-srv04,eth0,dcim.interface,Ethernet1/4,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
154,SRV-sr04-srv04-B,sr04-srv04,eth1,dcim.interface,Ethernet1/4,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
155,SRV-sr04-srv05-A,sr04-srv05,eth0,dcim.interface,Ethernet1/5,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
156,SRV-sr04-srv05-B,sr04-srv05,eth1,dcim.interface,Ethernet1/5,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
157,SRV-sr04-srv06-A,sr04-srv06,eth0,dcim.interface,Ethernet1/6,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
158,SRV-sr04-srv06-B,sr04-srv06,eth1,dcim.interface,Ethernet1/6,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
159,SRV-sr04-srv07-A,sr04-srv07,eth0,dcim.interface,Ethernet1/7,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
160,SRV-sr04-srv07-B,sr04-srv07,eth1,dcim.interface,Ethernet1/7,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
161,SRV-sr04-srv08-A,sr04-srv08,eth0,dcim.interface,Ethernet1/8,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
162,SRV-sr04-srv08-B,sr04-srv08,eth1,dcim.interface,Ethernet1/8,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
163,SRV-sr04-srv09-A,sr04-srv09,eth0,dcim.interface,Ethernet1/9,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
164,SRV-sr04-srv09-B,sr04-srv09,eth1,dcim.interface,Ethernet1/9,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
165,SRV-sr04-srv10-A,sr04-srv10,eth0,dcim.interface,Ethernet1/10,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
166,SRV-sr04-srv10-B,sr04-srv10,eth1,dcim.interface,Ethernet1/10,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
167,SRV-sr04-srv11-A,sr04-srv11,eth0,dcim.interface,Ethernet1/11,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
168,SRV-sr04-srv11-B,sr04-srv11,eth1,dcim.interface,Ethernet1/11,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
169,SRV-sr04-srv12-A,sr04-srv12,eth0,dcim.interface,Ethernet1/12,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
170,SRV-sr04-srv12-B,sr04-srv12,eth1,dcim.interface,Ethernet1/12,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
171,SRV-sr04-srv13-A,sr04-srv13,eth0,dcim.interface,Ethernet1/13,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
172,SRV-sr04-srv13-B,sr04-srv13,eth1,dcim.interface,Ethernet1/13,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
173,SRV-sr04-srv14-A,sr04-srv14,eth0,dcim.interface,Ethernet1/14,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
174,SRV-sr04-srv14-B,sr04-srv14,eth1,dcim.interface,Ethernet1/14,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
175,SRV-sr04-srv15-A,sr04-srv15,eth0,dcim.interface,Ethernet1/15,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
176,SRV-sr04-srv15-B,sr04-srv15,eth1,dcim.interface,Ethernet1/15,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
177,SRV-sr04-srv16-A,sr04-srv16,eth0,dcim.interface,Ethernet1/16,dcim.interface,sr04-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
178,SRV-sr04-srv16-B,sr04-srv16,eth1,dcim.interface,Ethernet1/16,dcim.interface,sr04-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
179,SRV-sr05-srv01-A,sr05-srv01,eth0,dcim.interface,Ethernet1/1,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
180,SRV-sr05-srv01-B,sr05-srv01,eth1,dcim.interface,Ethernet1/1,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
181,SRV-sr05-srv02-A,sr05-srv02,eth0,dcim.interface,Ethernet1/2,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
182,SRV-sr05-srv02-B,sr05-srv02,eth1,dcim.interface,Ethernet1/2,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
183,SRV-sr05-srv03-A,sr05-srv03,eth0,dcim.interface,Ethernet1/3,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
184,SRV-sr05-srv03-B,sr05-srv03,eth1,dcim.interface,Ethernet1/3,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
185,SRV-sr05-srv04-A,sr05-srv04,eth0,dcim.interface,Ethernet1/4,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
186,SRV-sr05-srv04-B,sr05-srv04,eth1,dcim.interface,Ethernet1/4,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
187,SRV-sr05-srv05-A,sr05-srv05,eth0,dcim.interface,Ethernet1/5,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
188,SRV-sr05-srv05-B,sr05-srv05,eth1,dcim.interface,Ethernet1/5,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
189,SRV-sr05-srv06-A,sr05-srv06,eth0,dcim.interface,Ethernet1/6,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
190,SRV-sr05-srv06-B,sr05-srv06,eth1,dcim.interface,Ethernet1/6,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
191,SRV-sr05-srv07-A,sr05-srv07,eth0,dcim.interface,Ethernet1/7,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
192,SRV-sr05-srv07-B,sr05-srv07,eth1,dcim.interface,Ethernet1/7,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
193,SRV-sr05-srv08-A,sr05-srv08,eth0,dcim.interface,Ethernet1/8,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
194,SRV-sr05-srv08-B,sr05-srv08,eth1,dcim.interface,Ethernet1/8,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
195,SRV-sr05-srv09-A,sr05-srv09,eth0,dcim.interface,Ethernet1/9,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
196,SRV-sr05-srv09-B,sr05-srv09,eth1,dcim.interface,Ethernet1/9,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
197,SRV-sr05-srv10-A,sr05-srv10,eth0,dcim.interface,Ethernet1/10,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
198,SRV-sr05-srv10-B,sr05-srv10,eth1,dcim.interface,Ethernet1/10,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
199,SRV-sr05-srv11-A,sr05-srv11,eth0,dcim.interface,Ethernet1/11,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
200,SRV-sr05-srv11-B,sr05-srv11,eth1,dcim.interface,Ethernet1/11,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
201,SRV-sr05-srv12-A,sr05-srv12,eth0,dcim.interface,Ethernet1/12,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
202,SRV-sr05-srv12-B,sr05-srv12,eth1,dcim.interface,Ethernet1/12,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
203,SRV-sr05-srv13-A,sr05-srv13,eth0,dcim.interface,Ethernet1/13,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
204,SRV-sr05-srv13-B,sr05-srv13,eth1,dcim.interface,Ethernet1/13,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
205,SRV-sr05-srv14-A,sr05-srv14,eth0,dcim.interface,Ethernet1/14,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
206,SRV-sr05-srv14-B,sr05-srv14,eth1,dcim.interface,Ethernet1/14,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
207,SRV-sr05-srv15-A,sr05-srv15,eth0,dcim.interface,Ethernet1/15,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
208,SRV-sr05-srv15-B,sr05-srv15,eth1,dcim.interface,Ethernet1/15,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
209,SRV-sr05-srv16-A,sr05-srv16,eth0,dcim.interface,Ethernet1/16,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
210,SRV-sr05-srv16-B,sr05-srv16,eth1,dcim.interface,Ethernet1/16,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
211,SRV-sr06-srv01-A,sr06-srv01,eth0,dcim.interface,Ethernet1/1,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
212,SRV-sr06-srv01-B,sr06-srv01,eth1,dcim.interface,Ethernet1/1,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
213,SRV-sr06-srv02-A,sr06-srv02,eth0,dcim.interface,Ethernet1/2,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
214,SRV-sr06-srv02-B,sr06-srv02,eth1,dcim.interface,Ethernet1/2,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
215,SRV-sr06-srv03-A,sr06-srv03,eth0,dcim.interface,Ethernet1/3,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
216,SRV-sr06-srv03-B,sr06-srv03,eth1,dcim.interface,Ethernet1/3,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
217,SRV-sr06-srv04-A,sr06-srv04,eth0,dcim.interface,Ethernet1/4,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
218,SRV-sr06-srv04-B,sr06-srv04,eth1,dcim.interface,Ethernet1/4,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
219,SRV-sr06-srv05-A,sr06-srv05,eth0,dcim.interface,Ethernet1/5,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
220,SRV-sr06-srv05-B,sr06-srv05,eth1,dcim.interface,Ethernet1/5,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
221,SRV-sr06-srv06-A,sr06-srv06,eth0,dcim.interface,Ethernet1/6,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
222,SRV-sr06-srv06-B,sr06-srv06,eth1,dcim.interface,Ethernet1/6,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
223,SRV-sr06-srv07-A,sr06-srv07,eth0,dcim.interface,Ethernet1/7,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
224,SRV-sr06-srv07-B,sr06-srv07,eth1,dcim.interface,Ethernet1/7,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
225,SRV-sr06-srv08-A,sr06-srv08,eth0,dcim.interface,Ethernet1/8,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
226,SRV-sr06-srv08-B,sr06-srv08,eth1,dcim.interface,Ethernet1/8,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
